Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Fwd Packet Length Mean,Bwd Packet Length Mean,Flow Bytes/s,label,Prediction,Severity
25087,2,2,153,25.22,26.12,499.91,normal,Benign,Low
33852,1,4,173,88.32,25.2,514.23,normal,Benign,Low
1270499,41,31,5356,284.94,1043.89,10713.04,normal,Attack,High
24001,1,1,47,20.09,103.35,537.92,normal,Benign,Low
1753599,40,26,4498,716.47,491.94,23850.12,sql_injection,Attack,High
23780,2,3,123,84.32,60.78,259.72,sql_injection,Benign,Low
32832,4,3,179,42.46,53.52,479.01,normal,Benign,Low
26525,3,4,138,32.52,30.48,648.86,normal,Benign,Low
635260,14,25,2952,813.65,626.62,12995.56,normal,Attack,High
38646,1,4,102,72.83,114.9,784.35,normal,Benign,Low
23133,3,3,121,82.15,34.96,429.81,normal,Benign,Low
39993,1,3,54,15.91,51.2,256.88,normal,Benign,Low
36425,3,1,46,31.18,78.2,321.0,normal,Benign,Low
924762,25,26,3334,765.53,634.98,19563.52,xss,Attack,High
589148,38,44,2017,535.99,611.79,10079.74,sql_injection,Attack,High
18087,2,2,157,39.9,52.33,587.25,lfi,Benign,Low
34034,1,1,49,68.81,121.63,230.49,normal,Benign,Low
31527,1,2,152,48.8,105.14,119.69,normal,Benign,Low
32607,2,1,58,31.14,122.61,866.64,normal,Benign,Low
467609,45,58,2714,500.96,842.29,16747.64,xss,Attack,High
26977,1,1,163,72.61,68.75,725.14,lfi,Benign,Low
16079,4,1,122,51.73,88.74,549.94,normal,Benign,Low
653299,17,65,4227,645.45,1028.16,9130.9,sql_injection,Attack,High
819552,38,27,4688,482.37,615.07,13439.58,sql_injection,Attack,High
36511,4,3,170,34.04,49.39,141.63,normal,Benign,Low
939744,35,15,3547,369.88,390.66,24238.87,xss,Attack,High
21122,3,4,52,27.33,25.55,523.5,normal,Benign,Low
38000,2,1,50,65.2,79.66,405.21,normal,Benign,Low
12519,4,2,72,65.44,44.84,92.05,normal,Benign,Low
32331,1,2,128,63.17,46.65,868.09,sql_injection,Benign,Low
1429697,35,63,2353,488.71,770.49,12134.98,lfi,Attack,High
9369,4,4,135,34.08,121.61,850.13,normal,Benign,Low
4628,1,1,160,28.31,100.55,473.09,normal,Benign,Low
25307,2,4,67,25.87,114.33,379.31,normal,Benign,Low
25553,3,1,164,43.81,116.08,133.64,normal,Benign,Low
34055,2,3,140,18.54,91.43,597.2,normal,Benign,Low
1133954,41,44,3415,373.69,532.73,24761.25,lfi,Attack,High
23822,4,2,112,22.17,84.31,899.81,normal,Benign,Low
978119,40,37,3695,420.15,930.84,13682.01,xss,Attack,High
1792864,17,18,4202,600.25,500.53,7236.32,lfi,Attack,High
11682,3,4,108,58.72,83.63,542.84,normal,Benign,Low
1735470,24,55,4472,495.59,1076.22,8545.1,normal,Attack,High
738927,25,30,3634,302.28,977.78,17051.54,sql_injection,Attack,High
28856,4,4,82,20.9,41.3,218.84,normal,Benign,Low
29181,2,3,51,24.15,120.22,432.46,normal,Benign,Low
35227,1,1,172,43.05,105.86,652.43,normal,Benign,Low
15897,1,4,102,62.02,42.78,340.26,normal,Benign,Low
1495902,30,60,3077,718.17,703.49,20079.18,lfi,Attack,High
28072,4,3,130,30.32,88.03,347.25,normal,Benign,Low
12753,3,1,93,84.42,84.19,534.83,normal,Benign,Low
9668,4,3,88,24.77,30.77,862.17,normal,Benign,Low
9048,4,3,139,62.23,60.41,375.93,normal,Benign,Low
1789331,13,61,2460,802.24,926.19,18913.9,normal,Attack,High
1050308,22,51,1663,778.37,376.25,13662.89,sql_injection,Attack,High
4228,3,4,139,72.21,67.77,234.21,normal,Benign,Low
28508,4,3,154,57.2,122.19,254.78,normal,Benign,Low
1008663,36,39,1846,272.16,467.44,23757.81,xss,Attack,High
7781,2,1,163,29.77,87.0,751.3,normal,Benign,Low
1225061,16,62,3763,474.28,635.59,6040.56,xss,Attack,High
30695,4,3,126,86.01,96.66,381.1,normal,Benign,Low
452307,17,16,4598,344.89,957.99,9397.84,xss,Attack,High
17730,2,2,178,75.87,68.03,557.05,normal,Benign,Low
632620,32,17,4245,715.33,1082.17,6018.91,normal,Attack,High
1145381,32,22,4671,804.91,938.06,14332.61,normal,Attack,High
817901,43,50,4269,796.2,1079.41,19140.4,lfi,Attack,High
1040989,28,29,4692,501.86,828.55,9825.15,lfi,Attack,High
1565853,13,47,5174,803.65,716.07,23691.58,xss,Attack,High
12323,4,1,44,45.09,118.77,814.8,normal,Benign,Low
11325,1,4,52,73.08,76.8,610.63,normal,Benign,Low
1700085,23,48,3158,520.89,650.55,11633.52,sql_injection,Attack,High
27792,1,2,96,83.75,71.11,598.36,normal,Benign,Low
12251,2,3,102,52.54,54.59,832.73,normal,Benign,Low
31070,3,1,60,88.46,40.51,150.6,normal,Benign,Low
36507,3,4,93,16.78,52.51,83.66,normal,Benign,Low
6912,4,3,70,84.22,47.44,868.8,normal,Benign,Low
38687,2,4,57,41.65,48.69,561.84,normal,Benign,Low
17527,4,1,178,88.84,89.06,365.03,normal,Benign,Low
10936,2,4,179,28.08,51.46,487.56,normal,Benign,Low
29617,4,2,88,48.63,63.62,743.12,normal,Benign,Low
12491,4,1,149,59.86,106.75,92.51,normal,Benign,Low
1425135,35,32,4806,627.58,909.35,15754.97,xss,Attack,High
34304,2,4,51,26.61,76.83,78.08,normal,Benign,Low
28294,3,1,51,47.8,68.52,261.37,normal,Benign,Low
29328,2,4,102,58.65,65.62,646.42,normal,Benign,Low
20133,1,3,80,62.05,96.4,597.3,xss,Benign,Low
520968,45,21,3223,401.5,505.41,7546.63,xss,Attack,High
653621,28,54,1380,279.81,769.39,17791.27,sql_injection,Attack,High
590607,15,26,1206,437.44,876.54,20156.15,normal,Attack,High
13766,3,3,144,60.78,121.5,562.63,normal,Benign,Low
37767,2,4,109,50.49,52.25,662.56,normal,Benign,Low
5106,2,2,166,51.31,44.24,601.19,normal,Benign,Low
1001488,17,54,5375,710.4,1005.4,9952.52,normal,Attack,High
677523,27,30,4642,547.23,1090.45,21589.97,lfi,Attack,High
10712,4,1,56,36.99,50.08,855.19,normal,Benign,Low
13588,4,1,131,21.63,54.98,443.52,normal,Benign,Low
34000,3,4,68,45.47,81.39,756.76,normal,Benign,Low
9035,2,3,107,24.96,42.38,739.45,normal,Benign,Low
21849,1,4,148,74.35,115.38,887.1,normal,Benign,Low
11327,1,4,89,83.61,37.29,600.57,normal,Benign,Low
25867,4,4,41,32.12,50.59,879.1,normal,Benign,Low
36336,3,2,143,80.15,33.67,659.26,normal,Benign,Low
28560,3,1,81,35.29,35.31,838.79,normal,Benign,Low
1264465,38,62,3064,304.27,507.06,9381.05,sql_injection,Attack,High
6859,1,2,51,75.61,113.28,431.69,sql_injection,Benign,Low
19076,4,3,155,24.43,47.4,719.34,normal,Benign,Low
13319,4,2,108,50.19,50.65,191.99,normal,Benign,Low
400912,32,48,1843,711.06,509.28,11688.29,sql_injection,Attack,High
19325,4,3,138,48.23,121.52,517.68,normal,Benign,Low
1146158,37,57,3219,405.5,613.88,15481.01,xss,Attack,High
876775,24,35,3437,547.9,995.2,11320.97,xss,Attack,High
33076,1,2,127,60.45,121.74,804.97,normal,Benign,Low
1301595,33,43,2990,575.61,811.77,17565.48,lfi,Attack,High
30932,3,2,88,82.14,47.01,664.75,normal,Benign,Low
958079,29,49,4358,840.27,462.97,12210.77,sql_injection,Attack,High
28168,4,4,124,41.74,50.13,810.61,normal,Benign,Low
23314,2,2,137,16.24,127.42,757.34,normal,Benign,Low
32035,3,1,167,30.77,121.79,521.33,normal,Benign,Low
26706,3,3,156,54.28,69.2,174.25,normal,Benign,Low
9592,2,4,88,17.0,64.44,623.37,normal,Benign,Low
8791,1,2,143,45.96,98.97,632.2,normal,Benign,Low
32629,4,4,154,71.48,122.42,87.13,normal,Benign,Low
1434714,35,45,4933,474.74,490.38,19687.3,sql_injection,Attack,High
6523,1,1,104,38.98,79.29,825.5,normal,Benign,Low
1146611,38,31,4016,269.3,1045.2,19270.49,sql_injection,Attack,High
439853,21,50,4507,342.62,522.8,17660.63,sql_injection,Attack,High
4795,2,4,136,18.41,30.99,214.79,normal,Benign,Low
34375,1,3,173,86.11,64.44,267.73,normal,Benign,Low
684297,19,52,2605,725.46,489.15,7123.22,lfi,Attack,High
33423,3,3,140,74.86,126.71,639.22,normal,Benign,Low
31763,4,2,113,41.43,58.2,648.56,normal,Benign,Low
15244,2,2,143,16.51,120.46,838.26,normal,Benign,Low
29843,2,4,75,25.06,89.28,474.63,normal,Benign,Low
1796953,31,56,3132,794.88,1057.67,6908.05,lfi,Attack,High
8131,1,1,97,77.79,31.18,249.84,normal,Benign,Low
38803,1,1,63,75.32,71.01,834.87,normal,Benign,Low
10479,4,4,125,48.7,63.46,793.37,normal,Benign,Low
1474055,40,50,2200,331.62,730.56,14564.32,xss,Attack,High
18649,4,3,141,71.1,40.58,512.28,normal,Benign,Low
10948,1,3,141,63.87,63.95,116.14,normal,Benign,Low
39608,3,3,110,58.28,120.52,123.54,normal,Benign,Low
22784,4,1,104,30.51,105.24,770.48,normal,Benign,Low
1522541,28,60,4785,453.41,591.05,8689.73,xss,Attack,High
21254,2,4,71,86.26,40.69,486.07,normal,Benign,Low
11867,2,2,149,67.46,99.91,607.15,normal,Benign,Low
1092063,34,47,4135,810.96,990.32,18600.76,xss,Attack,High
14724,1,3,141,74.99,113.77,389.16,normal,Benign,Low
37404,1,1,127,47.33,32.71,488.14,normal,Benign,Low
1721984,35,65,5174,251.21,518.13,15671.04,normal,Attack,High
777679,30,54,1963,393.96,580.02,13167.52,sql_injection,Attack,High
518848,33,52,5103,322.58,872.02,17372.0,lfi,Attack,High
1405433,33,20,5087,644.22,568.9,16947.16,lfi,Attack,High
28045,3,1,84,23.72,64.88,427.76,normal,Benign,Low
10464,3,3,65,20.48,70.69,611.24,normal,Benign,Low
876629,24,38,3947,262.72,578.96,23659.31,sql_injection,Attack,High
6567,4,1,145,88.91,120.38,169.83,xss,Benign,Low
36701,2,3,176,83.54,124.24,196.85,normal,Benign,Low
13566,2,3,89,37.72,91.79,364.26,normal,Benign,Low
10327,1,2,151,61.54,59.15,358.11,normal,Benign,Low
647082,43,25,2687,641.43,878.52,18620.7,sql_injection,Attack,High
18164,1,2,118,88.5,52.5,502.98,normal,Benign,Low
637685,37,36,1875,270.85,776.22,22654.86,lfi,Attack,High
10434,1,4,84,53.72,129.38,750.7,normal,Benign,Low
37535,2,3,165,26.0,102.12,317.65,normal,Benign,Low
1536110,17,53,4741,392.82,886.9,22787.33,normal,Attack,High
35659,4,1,153,40.08,48.48,672.71,normal,Benign,Low
671421,24,58,3653,783.62,726.11,10111.58,sql_injection,Attack,High
29588,3,2,119,18.99,53.03,114.71,normal,Benign,Low
27214,1,4,163,82.75,69.73,585.53,normal,Benign,Low
17482,4,3,160,85.61,32.8,436.63,normal,Benign,Low
1329568,44,18,3796,499.81,1045.41,9717.94,sql_injection,Attack,High
873269,28,18,5395,648.3,868.96,20960.61,lfi,Attack,High
29284,2,2,179,86.38,91.6,830.55,normal,Benign,Low
1111735,24,35,4364,580.08,392.91,9270.52,sql_injection,Attack,High
1134307,13,24,3458,741.06,361.59,19739.04,xss,Attack,High
24561,3,3,160,39.14,47.56,476.27,normal,Benign,Low
39969,2,4,47,38.87,121.08,608.69,normal,Benign,Low
17789,4,2,179,77.34,73.54,646.62,normal,Benign,Low
9709,4,3,140,79.07,106.01,800.13,normal,Benign,Low
18648,1,2,71,63.51,129.18,890.04,normal,Benign,Low
17915,4,1,147,44.06,100.78,649.37,normal,Benign,Low
12492,3,4,164,47.44,92.55,848.42,normal,Benign,Low
13329,2,3,128,69.19,44.05,604.97,normal,Benign,Low
1519346,25,61,2083,832.51,900.45,7252.6,lfi,Attack,High
884778,39,49,1702,329.07,924.04,23933.09,lfi,Attack,High
37086,3,4,115,58.1,37.67,325.75,normal,Benign,Low
1798629,45,16,2417,772.54,568.58,14884.64,xss,Attack,High
29375,2,3,155,54.09,35.93,73.71,normal,Benign,Low
4201,4,1,168,32.83,116.54,714.24,normal,Benign,Low
36760,3,3,76,30.31,42.05,702.43,normal,Benign,Low
15044,4,4,133,58.81,129.95,619.88,normal,Benign,Low
475980,26,34,2500,649.35,444.97,7923.3,sql_injection,Attack,High
904703,36,29,3162,834.86,1046.01,14562.33,xss,Attack,High
1536702,19,35,3984,271.29,902.32,23799.2,lfi,Attack,High
38914,3,4,90,46.9,59.84,559.43,xss,Benign,Low
14958,3,3,158,63.59,51.76,862.86,normal,Benign,Low
6056,2,3,48,68.82,127.42,414.96,normal,Benign,Low
1458951,14,22,1757,754.92,807.16,13858.09,sql_injection,Attack,High
26569,2,2,82,50.3,97.45,649.48,normal,Benign,Low
32363,2,1,121,86.19,32.78,844.61,normal,Benign,Low
22509,2,2,168,32.55,80.2,772.47,normal,Benign,Low
1081851,15,55,1331,502.34,572.84,15910.69,xss,Attack,High
16595,2,1,112,42.65,41.85,438.88,lfi,Benign,Low
1791631,42,65,2368,524.16,521.24,18313.78,xss,Attack,High
37717,4,3,86,24.84,47.18,690.33,normal,Benign,Low
503133,12,35,1797,490.8,593.44,12332.76,normal,Attack,High
39896,2,4,106,58.47,52.82,803.51,normal,Benign,Low
21192,3,4,125,43.1,76.0,787.87,normal,Benign,Low
799908,27,17,3889,729.92,830.02,6463.65,lfi,Attack,High
607555,13,35,4396,536.3,894.32,9464.15,xss,Attack,High
21526,4,4,62,83.08,40.3,532.43,normal,Benign,Low
9751,2,3,163,78.86,46.15,471.53,normal,Benign,Low
25307,3,2,143,59.59,87.86,580.05,normal,Benign,Low
17828,4,1,176,80.66,43.67,227.76,normal,Benign,Low
542948,18,50,3755,702.24,403.3,23924.93,normal,Attack,High
32688,2,1,89,41.45,124.07,861.04,normal,Benign,Low
1367133,18,52,5497,284.03,431.72,12283.18,xss,Attack,High
1346792,40,30,4829,836.23,766.8,20511.12,xss,Attack,High
39199,1,2,107,57.67,60.71,870.75,xss,Benign,Low
33248,1,3,148,72.38,98.82,457.26,normal,Benign,Low
1321297,30,64,2170,272.04,419.18,8270.27,lfi,Attack,High
1367557,42,37,1397,297.56,795.64,15237.95,xss,Attack,High
1451377,43,24,1774,820.85,533.47,7327.17,xss,Attack,High
1558706,25,57,4976,606.74,973.49,19343.32,lfi,Attack,High
14102,3,3,103,28.2,66.01,342.45,normal,Benign,Low
1001311,29,22,2567,671.32,975.29,20708.98,lfi,Attack,High
21448,1,3,176,39.83,71.59,332.58,normal,Benign,Low
36681,4,4,98,26.24,46.92,243.46,normal,Benign,Low
1722920,30,20,4798,770.9,396.76,7149.85,xss,Attack,High
1555509,19,55,1715,556.67,584.43,12056.09,xss,Attack,High
24106,2,1,117,15.95,25.25,243.91,normal,Benign,Low
15971,1,1,68,78.76,82.89,315.73,normal,Benign,Low
799440,32,53,1295,604.21,601.21,18558.35,xss,Attack,High
1683798,16,28,1242,747.75,870.22,10903.87,normal,Attack,High
36163,3,3,130,66.57,89.16,157.26,normal,Benign,Low
34864,3,3,134,17.26,68.88,264.92,normal,Benign,Low
1604071,23,28,2554,715.79,671.98,8310.67,normal,Attack,High
9801,4,3,168,44.23,88.05,135.46,normal,Benign,Low
632189,44,56,5248,607.87,525.0,11203.79,sql_injection,Attack,High
417001,37,49,1775,331.01,598.31,16083.27,sql_injection,Attack,High
775773,27,43,2040,410.19,593.35,17134.28,sql_injection,Attack,High
16693,1,3,99,32.45,32.3,458.39,normal,Benign,Low
7478,1,1,160,26.42,129.94,120.75,normal,Benign,Low
13542,4,3,63,26.79,99.21,600.7,lfi,Benign,Low
5988,4,3,56,15.97,72.86,63.57,normal,Benign,Low
602727,38,18,4830,332.82,827.88,7829.05,lfi,Attack,High
22634,2,2,125,34.9,36.84,536.54,normal,Benign,Low
1615661,14,33,3530,275.79,508.42,17641.66,lfi,Attack,High
27844,3,1,50,43.23,105.01,865.73,normal,Benign,Low
27274,2,3,130,67.5,91.96,509.21,normal,Benign,Low
24028,2,3,169,50.9,76.11,429.42,normal,Benign,Low
28943,2,3,130,86.84,95.45,737.83,normal,Benign,Low
12710,3,2,143,53.01,106.92,85.53,normal,Benign,Low
13294,4,3,172,27.38,104.88,213.61,normal,Benign,Low
34798,1,4,96,31.18,105.91,406.41,normal,Benign,Low
17526,3,1,135,74.88,56.34,164.06,normal,Benign,Low
1017422,27,34,4405,311.03,1041.45,8900.68,lfi,Attack,High
31371,1,1,95,60.51,79.62,413.3,normal,Benign,Low
1168593,39,51,1407,298.72,1062.88,23690.47,sql_injection,Attack,High
31996,4,3,112,41.72,90.17,844.55,normal,Benign,Low
37390,4,4,66,84.11,57.7,461.69,normal,Benign,Low
443150,15,37,1569,762.07,794.76,21442.97,normal,Attack,High
28774,3,4,160,16.98,118.64,232.24,normal,Benign,Low
498500,40,41,3440,496.23,425.07,23899.47,normal,Attack,High
974628,32,25,1267,477.23,706.78,6935.0,lfi,Attack,High
29546,3,2,56,59.23,46.73,478.32,normal,Benign,Low
34777,3,3,60,55.07,26.19,390.7,normal,Benign,Low
27762,2,4,55,78.72,103.02,383.94,normal,Benign,Low
29189,1,3,127,66.48,120.55,536.25,normal,Benign,Low
1065692,31,15,2129,414.06,985.36,7060.84,lfi,Attack,High
537709,15,56,5224,700.42,623.42,15994.47,sql_injection,Attack,High
7881,2,2,48,20.89,129.6,677.82,normal,Benign,Low
1623285,12,26,4117,539.76,473.5,20919.01,sql_injection,Attack,High
1780669,34,54,4623,641.02,953.95,16159.79,normal,Attack,High
483082,27,40,3894,366.4,803.68,18714.42,xss,Attack,High
29713,3,1,106,41.31,88.75,201.71,normal,Benign,Low
24994,4,3,145,80.5,113.35,669.4,normal,Benign,Low
24271,4,1,130,32.8,53.77,534.22,normal,Benign,Low
835535,37,41,4456,332.15,641.26,8277.23,lfi,Attack,High
1652937,14,55,4611,571.35,406.44,10847.67,normal,Attack,High
10286,1,4,178,54.7,51.8,249.76,normal,Benign,Low
849138,13,27,4762,635.97,662.89,10730.45,xss,Attack,High
20973,3,1,88,52.28,122.97,744.77,normal,Benign,Low
1080585,21,31,2527,250.52,752.58,16935.74,xss,Attack,High
9645,2,3,140,49.18,52.42,652.32,normal,Benign,Low
500649,36,20,4147,642.97,756.4,21472.39,xss,Attack,High
857463,29,19,2423,715.91,657.71,18730.48,normal,Attack,High
13688,4,3,127,76.5,41.25,803.19,normal,Benign,Low
839175,20,31,4667,368.18,613.23,17683.35,normal,Attack,High
1357798,35,30,4678,628.46,351.55,19382.78,lfi,Attack,High
18058,2,3,91,66.93,75.26,580.05,normal,Benign,Low
974906,43,51,3130,734.02,931.57,13309.05,normal,Attack,High
32010,2,1,41,20.69,112.65,873.49,normal,Benign,Low
20301,1,1,94,55.83,107.15,765.03,normal,Benign,Low
1628647,36,44,2861,455.42,490.02,19167.54,lfi,Attack,High
1416642,42,26,2843,562.7,622.7,8962.95,lfi,Attack,High
1363381,26,16,4574,311.03,709.46,16745.17,lfi,Attack,High
39821,1,2,116,69.11,125.66,649.64,normal,Benign,Low
1480375,31,50,1900,752.98,868.08,19027.15,lfi,Attack,High
16383,1,2,100,38.97,39.92,483.44,normal,Benign,Low
6137,1,1,179,43.93,118.15,730.31,normal,Benign,Low
1627450,25,36,4436,407.1,775.04,20469.21,lfi,Attack,High
33627,1,1,168,45.17,51.34,53.61,normal,Benign,Low
9773,1,3,151,23.34,101.08,390.05,normal,Benign,Low
1122873,15,34,5009,381.52,746.34,11411.77,normal,Attack,High
10531,2,3,128,79.39,124.39,823.97,normal,Benign,Low
35297,3,3,144,76.17,104.11,434.54,normal,Benign,Low
19429,2,4,171,75.41,107.53,806.04,normal,Benign,Low
28026,2,3,172,45.19,45.63,437.77,normal,Benign,Low
1680381,12,64,4189,822.66,504.76,19970.38,lfi,Attack,High
20799,1,4,122,23.41,36.63,606.75,normal,Benign,Low
964878,39,37,3408,333.9,891.31,14565.24,lfi,Attack,High
956206,29,48,1278,493.62,865.09,6566.91,normal,Attack,High
878784,20,21,4049,765.84,866.25,19315.34,xss,Attack,High
991033,34,40,2087,744.87,796.61,10723.29,lfi,Attack,High
32420,3,4,85,18.09,100.75,96.58,normal,Benign,Low
21258,3,2,174,46.0,71.68,77.07,normal,Benign,Low
33870,2,3,46,43.02,129.76,726.29,normal,Benign,Low
897267,20,37,5000,640.54,540.18,8431.27,lfi,Attack,High
8228,3,2,163,61.22,42.19,256.16,normal,Benign,Low
820078,36,17,3819,377.53,1064.05,11009.02,sql_injection,Attack,High
1549276,21,64,1526,649.7,718.29,6902.29,xss,Attack,High
34301,2,2,68,84.27,67.8,706.0,lfi,Benign,Low
25099,1,3,148,74.22,92.78,650.81,normal,Benign,Low
5015,1,2,52,39.59,49.46,635.07,normal,Benign,Low
1341778,22,55,4378,445.05,519.54,21734.31,xss,Attack,High
1408497,42,27,3287,749.38,394.84,23457.29,xss,Attack,High
27255,3,2,113,77.83,48.92,567.15,normal,Benign,Low
39318,1,4,66,73.0,74.78,489.45,normal,Benign,Low
5170,1,1,81,62.63,65.25,391.08,normal,Benign,Low
1645585,24,63,5456,454.84,555.03,18427.86,sql_injection,Attack,High
16518,1,4,104,64.87,40.56,638.62,normal,Benign,Low
39873,2,1,102,77.75,96.02,294.43,normal,Benign,Low
36545,1,3,146,52.18,54.14,85.59,normal,Benign,Low
34861,4,3,73,25.6,67.17,148.42,normal,Benign,Low
19597,1,4,80,73.83,42.98,616.77,normal,Benign,Low
7903,4,4,123,74.49,103.44,696.83,normal,Benign,Low
674260,14,46,4920,347.33,842.59,22949.06,normal,Attack,High
13236,3,4,55,84.5,29.79,186.64,normal,Benign,Low
874885,27,43,1783,586.94,1090.68,14534.64,lfi,Attack,High
11806,2,3,64,59.86,56.67,171.45,normal,Benign,Low
36545,3,1,155,87.77,80.31,823.13,xss,Benign,Low
17500,2,1,154,78.34,99.94,281.52,normal,Benign,Low
4857,3,4,44,83.17,78.41,361.86,normal,Benign,Low
1703284,33,59,4210,297.69,461.77,22061.41,normal,Attack,High
14955,4,2,94,19.34,31.55,283.99,normal,Benign,Low
822241,30,16,2701,678.7,668.73,24724.19,sql_injection,Attack,High
1448397,45,39,2586,381.55,461.05,24790.22,lfi,Attack,High
595504,28,54,2698,788.05,839.89,18137.02,lfi,Attack,High
20434,1,1,132,31.33,90.7,849.33,normal,Benign,Low
1579563,21,47,2445,276.65,834.17,13644.32,lfi,Attack,High
11732,2,3,42,57.97,48.44,594.72,normal,Benign,Low
722505,42,16,2017,511.16,1016.77,12239.06,sql_injection,Attack,High
1447439,15,64,3561,849.09,752.13,18468.37,xss,Attack,High
1502044,16,56,2613,572.63,845.89,23314.5,lfi,Attack,High
1636549,17,27,4039,399.77,352.82,6669.19,xss,Attack,High
1016588,20,64,5162,602.35,458.43,9428.99,lfi,Attack,High
794499,14,16,3907,504.29,416.42,22772.91,xss,Attack,High
1101367,35,37,2616,344.01,578.64,12314.09,lfi,Attack,High
4678,2,1,122,73.13,32.8,84.24,normal,Benign,Low
29493,4,1,103,70.08,82.99,430.19,normal,Benign,Low
27354,3,2,143,29.36,80.79,163.57,normal,Benign,Low
17635,2,4,178,26.11,116.25,180.82,normal,Benign,Low
8561,1,4,59,48.32,35.2,681.77,normal,Benign,Low
1628764,22,48,2704,802.91,976.79,21104.91,xss,Attack,High
18829,3,1,100,29.6,129.96,481.02,normal,Benign,Low
1596439,39,35,2840,814.0,663.48,22665.47,xss,Attack,High
34856,2,1,76,55.66,126.82,153.1,normal,Benign,Low
28719,1,1,118,32.51,82.14,76.95,normal,Benign,Low
1735260,32,22,5436,828.97,536.88,7955.26,xss,Attack,High
11011,4,2,150,65.22,72.14,718.52,normal,Benign,Low
24354,3,1,171,48.85,105.22,861.66,normal,Benign,Low
1719344,33,27,1991,812.06,893.66,7714.24,normal,Attack,High
13616,2,2,71,50.8,40.51,545.9,normal,Benign,Low
34175,1,1,137,61.53,116.9,458.2,normal,Benign,Low
878294,35,55,4099,298.25,860.02,6961.04,lfi,Attack,High
9751,2,2,173,47.2,122.15,675.91,normal,Benign,Low
550222,16,62,3053,381.81,493.71,15053.33,normal,Attack,High
24454,3,2,78,81.49,65.15,71.55,normal,Benign,Low
30854,1,3,70,45.62,65.62,582.66,normal,Benign,Low
37414,1,1,154,84.12,59.63,521.53,normal,Benign,Low
845733,45,60,4217,428.96,923.65,12966.59,lfi,Attack,High
8383,3,2,112,46.35,51.12,822.35,normal,Benign,Low
12878,3,2,98,64.64,77.36,835.04,sql_injection,Benign,Low
888005,34,36,4995,430.84,1011.3,13100.74,normal,Attack,High
1084682,26,43,3645,280.56,880.67,10733.63,lfi,Attack,High
23063,3,2,43,62.34,62.9,420.51,normal,Benign,Low
37076,3,1,148,64.42,25.74,165.5,normal,Benign,Low
1464704,31,17,4177,824.79,479.83,13354.65,lfi,Attack,High
20926,2,1,63,64.13,116.67,581.36,normal,Benign,Low
37066,1,1,127,84.3,95.03,60.29,normal,Benign,Low
30690,3,3,99,72.44,41.76,128.76,normal,Benign,Low
1559583,32,22,3410,291.82,691.33,17024.78,sql_injection,Attack,High
1401591,25,46,4018,346.31,809.61,23952.57,lfi,Attack,High
1334621,31,44,3115,398.48,627.2,6241.05,normal,Attack,High
18511,2,2,162,44.56,118.11,76.16,normal,Benign,Low
38650,2,3,110,65.57,56.55,824.4,normal,Benign,Low
11433,1,1,163,50.01,116.42,837.43,normal,Benign,Low
461133,35,24,3155,652.46,555.78,8041.52,normal,Attack,High
24113,2,2,69,61.2,51.31,757.54,normal,Benign,Low
811751,20,32,2804,843.59,674.29,6678.74,normal,Attack,High
19949,3,1,180,23.67,55.27,389.2,normal,Benign,Low
37366,3,3,95,62.05,34.76,774.98,normal,Benign,Low
13715,4,4,166,25.68,69.93,479.52,normal,Benign,Low
31570,4,4,122,59.06,56.78,455.36,normal,Benign,Low
29189,3,1,113,44.94,98.2,283.04,normal,Benign,Low
19574,4,2,113,64.9,42.26,398.97,normal,Benign,Low
36809,3,2,74,79.61,127.26,115.3,normal,Benign,Low
680618,21,26,2649,593.29,386.57,20997.65,sql_injection,Attack,High
4683,3,4,59,75.26,31.21,801.4,normal,Benign,Low
9342,1,3,174,72.09,41.05,853.37,normal,Benign,Low
1438346,45,48,4809,402.05,978.86,8737.35,xss,Attack,High
28051,1,1,157,25.9,74.7,188.12,normal,Benign,Low
736554,37,25,5042,343.44,606.96,10631.6,sql_injection,Attack,High
1235739,12,17,2358,425.08,921.4,23481.8,normal,Attack,High
30810,4,1,178,45.79,59.85,783.34,normal,Benign,Low
36464,2,2,143,75.82,35.0,166.77,normal,Benign,Low
805632,41,22,3630,314.91,699.05,19867.27,normal,Attack,High
10766,2,1,59,36.27,60.29,673.3,normal,Benign,Low
38376,3,2,56,32.53,60.63,424.86,normal,Benign,Low
1637261,18,15,4488,413.18,1041.14,19697.59,xss,Attack,High
26539,3,4,139,53.2,59.9,279.84,normal,Benign,Low
1281500,25,60,4898,652.25,798.92,24928.96,lfi,Attack,High
761541,19,32,1637,601.65,351.04,12411.61,normal,Attack,High
16518,2,4,85,16.79,68.12,694.12,normal,Benign,Low
36439,4,2,114,27.19,96.2,722.66,normal,Benign,Low
922301,38,54,3692,837.22,536.62,24221.26,lfi,Attack,High
36750,3,1,91,56.88,61.06,570.93,normal,Benign,Low
24667,2,2,88,63.76,42.25,785.16,normal,Benign,Low
1004628,36,23,3495,432.68,771.58,11570.34,lfi,Attack,High
26681,3,2,66,44.73,120.34,231.43,normal,Benign,Low
15337,1,4,64,27.84,129.09,849.59,normal,Benign,Low
39990,3,4,122,16.02,45.23,699.43,normal,Benign,Low
1239907,39,42,2198,476.79,446.13,10723.31,sql_injection,Attack,High
24611,1,4,68,80.89,61.88,396.55,normal,Benign,Low
